version,2.2.0
info,balls_per_over,6
info,team,Royal Challengers Bangalore
info,team,Lucknow Super Giants
info,gender,male
info,season,2023
info,date,2023/04/10
info,event,Indian Premier League
info,match_number,15
info,venue,"M Chinnaswamy Stadium, Bengaluru"
info,city,Bengaluru
info,toss_winner,Lucknow Super Giants
info,toss_decision,field
info,player_of_match,N Pooran
info,umpire,AK Chaudhary
info,umpire,A Nand Kishore
info,reserve_umpire,M Kuppuraj
info,tv_umpire,CB Gaffaney
info,match_referee,DS Manohar
info,winner,Lucknow Super Giants
info,winner_wickets,1
info,player,Royal Challengers Bangalore,Anuj Rawat
info,player,Royal Challengers Bangalore,V Kohli
info,player,Royal Challengers Bangalore,F du Plessis
info,player,Royal Challengers Bangalore,GJ Maxwell
info,player,Royal Challengers Bangalore,KD Karthik
info,player,Royal Challengers Bangalore,MK Lomror
info,player,Royal Challengers Bangalore,Shahbaz Ahmed
info,player,Royal Challengers Bangalore,DJ Willey
info,player,Royal Challengers Bangalore,WD Parnell
info,player,Royal Challengers Bangalore,HV Patel
info,player,Royal Challengers Bangalore,Mohammed Siraj
info,player,Royal Challengers Bangalore,KV Sharma
info,player,Lucknow Super Giants,A Mishra
info,player,Lucknow Super Giants,KR Mayers
info,player,Lucknow Super Giants,KL Rahul
info,player,Lucknow Super Giants,DJ Hooda
info,player,Lucknow Super Giants,KH Pandya
info,player,Lucknow Super Giants,MP Stoinis
info,player,Lucknow Super Giants,N Pooran
info,player,Lucknow Super Giants,A Badoni
info,player,Lucknow Super Giants,JD Unadkat
info,player,Lucknow Super Giants,MA Wood
info,player,Lucknow Super Giants,Ravi Bishnoi
info,player,Lucknow Super Giants,Avesh Khan
info,registry,people,A Badoni,872b03f7
info,registry,people,A Mishra,6b19d823
info,registry,people,A Nand Kishore,84424f4f
info,registry,people,AK Chaudhary,fdcc6236
info,registry,people,Anuj Rawat,c8f5f961
info,registry,people,Avesh Khan,eef2536f
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,DJ Hooda,73ad96ed
info,registry,people,DJ Willey,7f048519
info,registry,people,DS Manohar,b35f3ac8
info,registry,people,F du Plessis,3355b542
info,registry,people,GJ Maxwell,b681e71e
info,registry,people,HV Patel,f986ca1a
info,registry,people,JD Unadkat,1e66c162
info,registry,people,KD Karthik,c03f1114
info,registry,people,KH Pandya,5b8c830e
info,registry,people,KL Rahul,b17e2f24
info,registry,people,KR Mayers,73c18486
info,registry,people,KV Sharma,119678fd
info,registry,people,M Kuppuraj,aa4063d0
info,registry,people,MA Wood,8d92a2c3
info,registry,people,MK Lomror,da934ee8
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,Mohammed Siraj,2f49c897
info,registry,people,N Pooran,3241e3fd
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,Shahbaz Ahmed,f9e6e7ef
info,registry,people,V Kohli,ba607b88
info,registry,people,WD Parnell,3a60e0b5
