version,2.2.0
info,balls_per_over,6
info,team,Gujarat Titans
info,team,Delhi Capitals
info,gender,male
info,season,2024
info,date,2024/04/17
info,event,Indian Premier League
info,match_number,32
info,venue,"Narendra Modi Stadium, Ahmedabad"
info,city,Ahmedabad
info,toss_winner,Delhi Capitals
info,toss_decision,field
info,player_of_match,RR Pant
info,umpire,NA Patwardhan
info,umpire,VK Sharma
info,reserve_umpire,PM Joshi
info,tv_umpire,J Madanagopal
info,match_referee,V Narayan Kutty
info,winner,Delhi Capitals
info,winner_wickets,6
info,player,Gujarat Titans,WP Saha
info,player,Gujarat Titans,Shubman Gill
info,player,Gujarat Titans,B Sai Sudharsan
info,player,Gujarat Titans,DA Miller
info,player,Gujarat Titans,A Manohar
info,player,Gujarat Titans,R Tewatia
info,player,Gujarat Titans,M Shahrukh Khan
info,player,Gujarat Titans,Rashid Khan
info,player,Gujarat Titans,MM Sharma
info,player,Gujarat Titans,Noor Ahmad
info,player,Gujarat Titans,SH Johnson
info,player,Gujarat Titans,S Sandeep Warrier
info,player,Delhi Capitals,KK Ahmed
info,player,Delhi Capitals,PP Shaw
info,player,Delhi Capitals,J Fraser-McGurk
info,player,Delhi Capitals,Abishek Porel
info,player,Delhi Capitals,SD Hope
info,player,Delhi Capitals,RR Pant
info,player,Delhi Capitals,Sumit Kumar
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,I Sharma
info,player,Delhi Capitals,Mukesh Kumar
info,registry,people,A Manohar,0890552f
info,registry,people,AR Patel,2e171977
info,registry,people,Abishek Porel,ad3b6e95
info,registry,people,B Sai Sudharsan,d5130a30
info,registry,people,DA Miller,d67d5f00
info,registry,people,I Sharma,5bb1a1c4
info,registry,people,J Fraser-McGurk,9b6e1b3f
info,registry,people,J Madanagopal,8275b04a
info,registry,people,KK Ahmed,a2f46292
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,M Shahrukh Khan,7dcb9bc9
info,registry,people,MM Sharma,759ac88f
info,registry,people,Mukesh Kumar,2cffab74
info,registry,people,NA Patwardhan,e6ef687d
info,registry,people,Noor Ahmad,efc04be7
info,registry,people,PM Joshi,0dcc9a8c
info,registry,people,PP Shaw,8b3e9c7c
info,registry,people,R Tewatia,39a2dfa8
info,registry,people,RR Pant,919a3be2
info,registry,people,Rashid Khan,5f547c8b
info,registry,people,S Sandeep Warrier,cdc6bdba
info,registry,people,SD Hope,1fc6ef83
info,registry,people,SH Johnson,83c3e8e3
info,registry,people,Shubman Gill,b4b99816
info,registry,people,Sumit Kumar,8998a68f
info,registry,people,T Stubbs,85b3fab2
info,registry,people,V Narayan Kutty,4bacee3d
info,registry,people,VK Sharma,a7a49df4
info,registry,people,WP Saha,fe11caa6
