version,2.2.0
info,balls_per_over,6
info,team,Sunrisers Hyderabad
info,team,Punjab Kings
info,gender,male
info,season,2024
info,date,2024/04/09
info,event,Indian Premier League
info,match_number,23
info,venue,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
info,city,Mohali
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,Nithish Kumar Reddy
info,umpire,Navdeep Singh
info,umpire,NA Patwardhan
info,reserve_umpire,PM Joshi
info,tv_umpire,AG Wharf
info,match_referee,V Narayan Kutty
info,winner,Sunrisers Hyderabad
info,winner_runs,2
info,player,Sunrisers Hyderabad,TM Head
info,player,Sunrisers Hyderabad,Abhishek Sharma
info,player,Sunrisers Hyderabad,AK Markram
info,player,Sunrisers Hyderabad,Nithish Kumar Reddy
info,player,Sunrisers Hyderabad,RA Tripathi
info,player,Sunrisers Hyderabad,H Klaasen
info,player,Sunrisers Hyderabad,Abdul Samad
info,player,Sunrisers Hyderabad,Shahbaz Ahmed
info,player,Sunrisers Hyderabad,PJ Cummins
info,player,Sunrisers Hyderabad,B Kumar
info,player,Sunrisers Hyderabad,JD Unadkat
info,player,Sunrisers Hyderabad,T Natarajan
info,player,Punjab Kings,Arshdeep Singh
info,player,Punjab Kings,S Dhawan
info,player,Punjab Kings,JM Bairstow
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,SM Curran
info,player,Punjab Kings,Sikandar Raza
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,JM Sharma
info,player,Punjab Kings,Ashutosh Sharma
info,player,Punjab Kings,Harpreet Brar
info,player,Punjab Kings,HV Patel
info,player,Punjab Kings,K Rabada
info,registry,people,AG Wharf,2e0fcc58
info,registry,people,AK Markram,6a26221c
info,registry,people,Abdul Samad,8e514b4c
info,registry,people,Abhishek Sharma,f29185a1
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Ashutosh Sharma,84d9c311
info,registry,people,B Kumar,2e81a32d
info,registry,people,H Klaasen,235c2bb6
info,registry,people,HV Patel,f986ca1a
info,registry,people,Harpreet Brar,c05edf8e
info,registry,people,JD Unadkat,1e66c162
info,registry,people,JM Bairstow,abb83e27
info,registry,people,JM Sharma,800d2d97
info,registry,people,K Rabada,e62dd25d
info,registry,people,NA Patwardhan,e6ef687d
info,registry,people,Navdeep Singh,a3e3d8a4
info,registry,people,Nithish Kumar Reddy,aad0c365
info,registry,people,P Simran Singh,9418198b
info,registry,people,PJ Cummins,ded9240e
info,registry,people,PM Joshi,0dcc9a8c
info,registry,people,RA Tripathi,77255a9e
info,registry,people,S Dhawan,0a476045
info,registry,people,SM Curran,e94915e6
info,registry,people,Shahbaz Ahmed,f9e6e7ef
info,registry,people,Shashank Singh,26989d80
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,T Natarajan,ce794613
info,registry,people,TM Head,12b610c2
info,registry,people,V Narayan Kutty,4bacee3d
