match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,0,1,1,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,0.7,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.5,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,1.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.1,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.2,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.3,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.4,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.5,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,2.6,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.5,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,3.6,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Yash Dayal,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.4,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,4.6,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.1,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Noor Ahmad,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.4,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Noor Ahmad,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,5.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Noor Ahmad,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.1,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.2,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.4,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,F du Plessis,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,6.6,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.1,Royal Challengers Bangalore,Gujarat Titans,F du Plessis,V Kohli,Noor Ahmad,0,0,,,,,,caught,F du Plessis,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.2,Royal Challengers Bangalore,Gujarat Titans,GJ Maxwell,V Kohli,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,GJ Maxwell,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.4,Royal Challengers Bangalore,Gujarat Titans,GJ Maxwell,V Kohli,Noor Ahmad,6,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.5,Royal Challengers Bangalore,Gujarat Titans,GJ Maxwell,V Kohli,Noor Ahmad,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,7.6,Royal Challengers Bangalore,Gujarat Titans,GJ Maxwell,V Kohli,Noor Ahmad,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,GJ Maxwell,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.2,Royal Challengers Bangalore,Gujarat Titans,GJ Maxwell,V Kohli,Rashid Khan,0,0,,,,,,bowled,GJ Maxwell,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.3,Royal Challengers Bangalore,Gujarat Titans,MK Lomror,V Kohli,Rashid Khan,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.4,Royal Challengers Bangalore,Gujarat Titans,MK Lomror,V Kohli,Rashid Khan,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.5,Royal Challengers Bangalore,Gujarat Titans,MK Lomror,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,8.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MK Lomror,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MK Lomror,Noor Ahmad,0,1,1,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MK Lomror,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.3,Royal Challengers Bangalore,Gujarat Titans,MK Lomror,V Kohli,Noor Ahmad,0,1,1,,,,,stumped,MK Lomror,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.4,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Noor Ahmad,0,1,,,,1,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.7,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,9.8,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.2,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.3,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.4,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,0,1,1,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.5,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.6,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,10.7,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.1,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Noor Ahmad,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.2,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,11.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Noor Ahmad,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.3,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.4,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.5,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,12.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.2,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Mohammed Shami,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.3,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Mohammed Shami,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.4,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Mohammed Shami,0,1,,,,1,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,MG Bracewell,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,13.6,Royal Challengers Bangalore,Gujarat Titans,MG Bracewell,V Kohli,Mohammed Shami,0,0,,,,,,caught and bowled,MG Bracewell,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,KD Karthik,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.2,Royal Challengers Bangalore,Gujarat Titans,KD Karthik,V Kohli,Yash Dayal,0,0,,,,,,caught,KD Karthik,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.3,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.4,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Yash Dayal,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.5,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,14.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Yash Dayal,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.1,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,0,1,1,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.2,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.5,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,15.7,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.2,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.4,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Rashid Khan,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Rashid Khan,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,16.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Rashid Khan,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.1,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Yash Dayal,6,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.4,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Yash Dayal,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,17.6,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Yash Dayal,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.2,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.3,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.4,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Mohammed Shami,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.5,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,Mohammed Shami,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,18.6,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,Mohammed Shami,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.1,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.2,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.3,Royal Challengers Bangalore,Gujarat Titans,V Kohli,Anuj Rawat,MM Sharma,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.4,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,6,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.5,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,4,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",1,19.6,Royal Challengers Bangalore,Gujarat Titans,Anuj Rawat,V Kohli,MM Sharma,2,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.1,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,0,1,1,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.2,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.3,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.4,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.5,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.6,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,Mohammed Siraj,1,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,0.7,Gujarat Titans,Royal Challengers Bangalore,Shubman Gill,WP Saha,Mohammed Siraj,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,1.1,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,WD Parnell,0,0,,,,,,,,,
1359544,2023,2023-05-21,"M Chinnaswamy Stadium, Bengaluru",2,1.2,Gujarat Titans,Royal Challengers Bangalore,WP Saha,Shubman Gill,WD Parnell,4,0,,,,,,,,,
