version,2.2.0
info,balls_per_over,6
info,team,Lucknow Super Giants
info,team,Punjab Kings
info,gender,male
info,season,2025
info,date,2025/04/01
info,event,Indian Premier League
info,match_number,13
info,venue,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
info,city,Lucknow
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,P Simran Singh
info,umpire,A Bengeri
info,umpire,Vinod Seshan
info,reserve_umpire,TM Srivastava
info,tv_umpire,J Madanagopal
info,match_referee,Prakash Bhatt
info,winner,Punjab Kings
info,winner_wickets,8
info,player,Lucknow Super Giants,M Siddharth
info,player,Lucknow Super Giants,AK Markram
info,player,Lucknow Super Giants,MR Marsh
info,player,Lucknow Super Giants,N Pooran
info,player,Lucknow Super Giants,RR Pant
info,player,Lucknow Super Giants,A Badoni
info,player,Lucknow Super Giants,DA Miller
info,player,Lucknow Super Giants,Abdul Samad
info,player,Lucknow Super Giants,SN Thakur
info,player,Lucknow Super Giants,Avesh Khan
info,player,Lucknow Super Giants,Ravi Bishnoi
info,player,Lucknow Super Giants,DS Rathi
info,player,Punjab Kings,YS Chahal
info,player,Punjab Kings,Priyansh Arya
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,SS Iyer
info,player,Punjab Kings,N Wadhera
info,player,Punjab Kings,GJ Maxwell
info,player,Punjab Kings,MP Stoinis
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,Suryansh Shedge
info,player,Punjab Kings,M Jansen
info,player,Punjab Kings,LH Ferguson
info,player,Punjab Kings,Arshdeep Singh
info,registry,people,A Badoni,872b03f7
info,registry,people,A Bengeri,c109497d
info,registry,people,AK Markram,6a26221c
info,registry,people,Abdul Samad,8e514b4c
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Avesh Khan,eef2536f
info,registry,people,DA Miller,d67d5f00
info,registry,people,DS Rathi,13fc5c6d
info,registry,people,GJ Maxwell,b681e71e
info,registry,people,J Madanagopal,8275b04a
info,registry,people,LH Ferguson,2f9d0389
info,registry,people,M Jansen,81c36ee9
info,registry,people,M Siddharth,cf0ccafa
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,MR Marsh,3d8feaf8
info,registry,people,N Pooran,3241e3fd
info,registry,people,N Wadhera,d1a60072
info,registry,people,P Simran Singh,9418198b
info,registry,people,Prakash Bhatt,f848ab0b
info,registry,people,Priyansh Arya,b5797845
info,registry,people,RR Pant,919a3be2
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,SN Thakur,1abb78f8
info,registry,people,SS Iyer,85ec8e33
info,registry,people,Shashank Singh,26989d80
info,registry,people,Suryansh Shedge,970ddd24
info,registry,people,TM Srivastava,a76d10ba
info,registry,people,Vinod Seshan,a3357a27
info,registry,people,YS Chahal,57ee1fde
