version,2.2.0
info,balls_per_over,6
info,team,Gujarat Titans
info,team,Delhi Capitals
info,gender,male
info,season,2026
info,date,2026/04/08
info,event,Indian Premier League
info,match_number,14
info,venue,"Arun Jaitley Stadium, Delhi"
info,city,Delhi
info,toss_winner,Delhi Capitals
info,toss_decision,field
info,player_of_match,Rashid Khan
info,umpire,Anish Sahasrabudhe
info,umpire,Nitin Menon
info,reserve_umpire,Vinod Seshan
info,tv_umpire,MV Saidharshan Kumar
info,match_referee,Shakti Singh
info,winner,Gujarat Titans
info,winner_runs,1
info,player,Gujarat Titans,M Shahrukh Khan
info,player,Gujarat Titans,B Sai Sudharsan
info,player,Gujarat Titans,Shubman Gill
info,player,Gujarat Titans,JC Buttler
info,player,Gujarat Titans,Washington Sundar
info,player,Gujarat Titans,GD Phillips
info,player,Gujarat Titans,R Tewatia
info,player,Gujarat Titans,Rashid Khan
info,player,Gujarat Titans,K Rabada
info,player,Gujarat Titans,Mohammed Siraj
info,player,Gujarat Titans,Ashok Sharma
info,player,Gujarat Titans,M Prasidh Krishna
info,player,Delhi Capitals,Mukesh Kumar
info,player,Delhi Capitals,P Nissanka
info,player,Delhi Capitals,KL Rahul
info,player,Delhi Capitals,N Rana
info,player,Delhi Capitals,Sameer Rizvi
info,player,Delhi Capitals,DA Miller
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,V Nigam
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,L Ngidi
info,player,Delhi Capitals,T Natarajan
info,registry,people,AR Patel,2e171977
info,registry,people,Anish Sahasrabudhe,2892df67
info,registry,people,Ashok Sharma,50c09020
info,registry,people,B Sai Sudharsan,d5130a30
info,registry,people,DA Miller,d67d5f00
info,registry,people,GD Phillips,9a46c4e5
info,registry,people,JC Buttler,99b75528
info,registry,people,K Rabada,e62dd25d
info,registry,people,KL Rahul,b17e2f24
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,L Ngidi,f834dcfc
info,registry,people,M Prasidh Krishna,85e0cf10
info,registry,people,M Shahrukh Khan,7dcb9bc9
info,registry,people,MV Saidharshan Kumar,54b6007b
info,registry,people,Mohammed Siraj,2f49c897
info,registry,people,Mukesh Kumar,2cffab74
info,registry,people,N Rana,fb2d1dda
info,registry,people,Nitin Menon,e1d41d9e
info,registry,people,P Nissanka,8ee36b18
info,registry,people,R Tewatia,39a2dfa8
info,registry,people,Rashid Khan,5f547c8b
info,registry,people,Sameer Rizvi,f89d3b11
info,registry,people,Shakti Singh,eb90d319
info,registry,people,Shubman Gill,b4b99816
info,registry,people,T Natarajan,ce794613
info,registry,people,T Stubbs,85b3fab2
info,registry,people,V Nigam,5ffc0565
info,registry,people,Vinod Seshan,a3357a27
info,registry,people,Washington Sundar,f19ccfad
